Recorded_taxa	Status	MinT	MaxT
Becheiceras_bechei	extinct	188	188.4
Beaniceras_crassum	extinct	188.4	188.8
Beaniceras_rotondum	extinct	188.4	188.8
Beaniceras_crassum	extinct	188.4	188.8
Aegoceras_maculatum	extinct	188.24	188.4
Aegoceras_capricornus	extinct	188.21	188.24
Becheiceras_bechei	extinct	188.21	188.24
Becheiceras_bechei	extinct	188	188.21
Vicininodiceras_simplicicosta	extinct	191.84	192.9
Oistoceras_figulinum	extinct	188	188.21
Oistoceras_angulatus	extinct	188	188.21
Liparoceras_cheltiense	extinct	188.4	189.5
Aegoceras_maculatum	extinct	188.24	188.4
Aegoceras_capricornus	extinct	188.21	188.24
Oistoceras_figulinum	extinct	188	188.21
Liparoceras_lytoceroides	extinct	188	188.24
Aegoceras_sparsicosta	extinct	188.24	188.4
Aegoceras_lataecosta	extinct	188.21	188.24
Liparoceras_heptangulare	extinct	188.24	188.4
Aegoceras_maculatum	extinct	188.24	188.4
Aegoceras_capricornus	extinct	188.21	188.24
Aegoceras_capricornus	extinct	188.21	188.24
Liparoceras_heptangulare	extinct	188	188.8
Aegoceras_sparsicosta	extinct	188.24	188.4
Becheiceras_bechei	extinct	188	189.5
Becheiceras_bechei	extinct	188.4	190.2
Becheiceras_bechei	extinct	188.4	190.2
Beaniceras_rotondum	extinct	188.4	188.8
Beaniceras_luridum	extinct	188.4	188.8
Beaniceras_crassum	extinct	188.4	188.8
Beaniceras_centaurus	extinct	188.8	189.5
Aegoceras_sparsicosta	extinct	188.24	188.4
Aegoceras_maculatum	extinct	188.24	188.4
Aegoceras_lataecosta	extinct	188.21	188.24
Aegoceras_capricornus	extinct	188.21	188.24
Aegoceras_artygyrus	extinct	188.21	188.24
Becheiceras_bechei	extinct	188	188.21
Becheiceras_bechei	extinct	188.21	188.24
Oistoceras_figulinum	extinct	188	188.21
Oistoceras_angulatus	extinct	188	188.21
Liparoceras_lytoceroides	extinct	188	188.24
Liparoceras_heptangulare	extinct	188	188.4
Liparoceras_heptangulare	extinct	188.4	188.8
Beaniceras_rotondum	extinct	188.4	188.8
Beaniceras_luridum	extinct	188.4	188.8
Beaniceras_crassum	extinct	188.4	188.8
Beaniceras_centaurus	extinct	188.8	189.5
Aegoceras_sparsicosta	extinct	188.24	188.4
Aegoceras_maculatum	extinct	188.24	188.4
Aegoceras_lataecosta	extinct	188.21	188.24
Aegoceras_capricornus	extinct	188.21	188.24
Aegoceras_artygyrus	extinct	188.21	188.24
Oistoceras_figulinum	extinct	188	188.21
Oistoceras_angulatus	extinct	188	188.21
Liparoceras_lytoceroides	extinct	188	188.24
Liparoceras_cheltiense	extinct	188.8	189.5
Liparoceras_cheltiense	extinct	188.4	189.5
Beaniceras_crassum	extinct	188.4	188.8
Aegoceras_artygyrus	extinct	188.21	188.24
Aegoceras_sparsicosta	extinct	188.24	188.4
Aegoceras_maculatum	extinct	188.24	188.4
Aegoceras_lataecosta	extinct	188.21	188.24
Aegoceras_capricornus	extinct	188.21	188.24
Aegoceras_artygyrus	extinct	188.21	188.24
Oistoceras_figulinum	extinct	188	188.21
Oistoceras_angulatus	extinct	188	188.21
Liparoceras_heptangulare	extinct	188	188.8
Liparoceras_heptangulare	extinct	188	188.21
Beaniceras_crassum	extinct	188.4	188.8
Beaniceras_centaurus	extinct	188.8	189.5
Aegoceras_sparsicosta	extinct	188.24	188.4
Aegoceras_maculatum	extinct	188.24	188.4
Aegoceras_capricornus	extinct	188.21	188.24
Liparoceras_heptangulare	extinct	188.4	188.8
Liparoceras_cheltiense	extinct	188.4	189.5
Beaniceras_crassum	extinct	188.4	188.8
Aegoceras_lataecosta	extinct	188.21	188.24
Aegoceras_capricornus	extinct	188.21	188.24
Aegoceras_artygyrus	extinct	188.21	188.24
Liparoceras_cheltiense	extinct	188.8	189.5
Beaniceras_luridum	extinct	188.4	188.8
Beaniceras_crassum	extinct	188.4	188.8
Aegoceras_maculatum	extinct	188.24	188.4
Aegoceras_capricornus	extinct	188.21	188.24
Aegoceras_artygyrus	extinct	188.21	188.24
Vicininodiceras_simplicicosta	extinct	191.84	192.9
Oistoceras_figulinum	extinct	188	188.21
Liparoceras_cheltiense	extinct	188.8	189.5
Beaniceras_crassum	extinct	188.4	188.8
Beaniceras_centaurus	extinct	188.8	189.5
Aegoceras_sparsicosta	extinct	188.24	188.4
Vicininodiceras_simplicicosta	extinct	191.84	192.9
Liparoceras_heptangulare	extinct	188.4	188.8
Beaniceras_rotondum	extinct	188.4	188.8
Beaniceras_luridum	extinct	188.4	188.8
Aegoceras_sparsicosta	extinct	188.24	188.4
Aegoceras_maculatum	extinct	188.24	188.4
Aegoceras_capricornus	extinct	188.21	188.24
Aegoceras_artygyrus	extinct	188.21	188.24
Oistoceras_figulinum	extinct	188	188.21
Oistoceras_angulatus	extinct	188	188.21
Liparoceras_heptangulare	extinct	188	188.8
Liparoceras_heptangulare	extinct	188.4	188.8
Liparoceras_heptangulare	extinct	188	188.21
Liparoceras_heptangulare	extinct	188.4	188.8
Liparoceras_heptangulare	extinct	188.24	188.4
Liparoceras_heptangulare	extinct	188	188.21
Liparoceras_heptangulare	extinct	188.24	188.4
Liparoceras_cheltiense	extinct	189.5	190.2
Liparoceras_cheltiense	extinct	188.8	189.5
Tetraspidoceras_evolutum	extinct	192.9	196.37
Becheiceras_bechei	extinct	185.55	188
Becheiceras_bechei	extinct	185.55	188
Becheiceras_bechei	extinct	185.55	188
Becheiceras_bechei	extinct	185.55	188
Becheiceras_bechei	extinct	185.55	188
Cymbites_globosus	extinct	188.4	188.8
Cymbites_globosus	extinct	188	190.2
Eoderoceras?_lina	extinct	190.78	192.9
Foetterliceras_morogense	extinct	191.84	192.9
Jamesonites?_spoliatus	extinct	190.78	191.84
Jamesonites?_spoliatus	extinct	190.54	190.78
Cymbites_globosus	extinct	188	190.2
Cymbites_globosus	extinct	188.21	188.24
Cymbites_globosus	extinct	188.4	188.8
Cymbites_globosus	extinct	188.4	188.8
Cymbites_globosus	extinct	188	188.4
Gemmellaroceras?_gemmellaroi_sensu_M	extinct	188	188.21
Cymbites_globosus	extinct	188.8	189.5
Cymbites_globosus	extinct	188	188.21
Gemmellaroceras?_gemmellaroi_sensu_M	extinct	188	188.21
Polymorphites?_pseudodubari	extinct	189.5	190.2
Foetterliceras_morogense	extinct	191.84	192.9
Jamesonites?_spoliatus	extinct	190.54	190.78
Foetterliceras_morogense	extinct	191.84	192.9
Villania_densilobata	extinct	190.78	191.84
Cymbites_globosus	extinct	188	188.21
Gemmellaroceras?_gemmellaroi	extinct	188.4	190.2
Uptonia?_juraphyllitoides	extinct	188.4	190.2
Villania_densilobata	extinct	191.84	192.9
Villania_callomoni	extinct	191.84	192.9
Diaphorites_vetulonius	extinct	188.8	189.5
Sinuiceras_planulatum	extinct	191.84	192.9
Sinuiceras_sp._nov.	extinct	188.4	190.2
Sphaenoacanthites_costotuberculatum	extinct	190.78	192.9
Bettoniceras?_perisphinctoides	extinct	188.4	189.5
Pelingoceras_pseudocarinatum	extinct	191.84	192.9
Diaphorites_vetulonius	extinct	188.8	189.5
Foetterliceras_salmojraghii	extinct	191.84	192.9
Cymbites_globosus	extinct	188	188.21
Foetterliceras_salmojraghii	extinct	191.84	192.9
Sphaenoacanthites_costotuberculatum	extinct	190.2	191.84
Cymbites?_laevigatus_sensu_RG	extinct	188.4	191.84
Paramicroderoceras_tardecrescens	extinct	190.54	190.78
Paramicroderoceras_tardecrescens	extinct	190.54	190.78
Gemmellaroceras?_cortesi_sensu_B	extinct	190.2	191.84
Paramicroderoceras_tardecrescens	extinct	190.54	190.78
Paramicroderoceras_tardecrescens	extinct	190.54	190.78
Villania_densilobata	extinct	190.78	192.9
Cymbites_globosus	extinct	188.4	190.2
Cymbites_globosus	extinct	188	188.21
Cymbites_globosus	extinct	189.5	190.2
Cymbites_globosus	extinct	188.8	189.5
Bifericeras_donovani	extinct	191.84	192.9
Leptonotoceras_sp.	extinct	191.84	192.9
Leptonotoceras_sp.	extinct	192.9	194.44
Paramicroderoceras_aff._birchiades	extinct	191.84	192.9
Paramicroderoceras_aff._birchiades	extinct	191.84	194.44
Paramicroderoceras_fila	extinct	190.78	192.9
Paramicroderoceras_birchoides	extinct	190.54	191.84
Paramicroderoceras_fila	extinct	190.78	192.9
Paramicroderoceras_fila	extinct	190.78	192.9
Paramicroderoceras_aff._birchiades	extinct	191.84	192.9
Paramicroderoceras_fila	extinct	190.78	192.9
Paramicroderoceras_aff._birchiades	extinct	191.84	192.9
Paraderoceras_picenum	extinct	191.84	192.9
Paramicroderoceras_aff._birchiades	extinct	191.84	192.9
Paramicroderoceras_aff._birchiades	extinct	191.84	192.9
Paramicroderoceras_fila	extinct	190.78	192.9
Paramicroderoceras_fila	extinct	190.78	192.9
Paramicroderoceras_aff._birchiades	extinct	192.9	194.44
Polymorphites?_aff._bronni	extinct	188.4	192.9
Uptonia_jamesoni	extinct	190.2	190.54
Uptonia_lata	extinct	190.2	190.54
Uptonia_lata	extinct	190.2	190.54
Uptonia_jamesoni	extinct	190.2	190.54
Uptonia_confusa	extinct	190.2	190.54
Polymorphites_polymorphus	extinct	190.78	191.84
Polymorphites_polymorphus	extinct	190.54	190.78
Polymorphites?_bronni	extinct	190.2	190.54
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_aureum	extinct	190.54	190.78
Platypleuroceras_amplinatrix	extinct	190.54	190.78
Parinodiceras_parinodus	extinct	191.84	192.9
Parinodiceras_parinodus	extinct	190.54	190.78
Uptonia_lata	extinct	190.2	190.54
Platypleuroceras_nodosum	extinct	190.54	190.78
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_amplinatrix	extinct	190.54	190.78
Uptonia_lata	extinct	190.2	190.54
Uptonia_jamesoni	extinct	190.2	190.54
Uptonia_confusa	extinct	190.2	190.54
Polymorphites_polymorphus	extinct	190.78	191.84
Polymorphites_polymorphus	extinct	190.54	190.78
Polymorphites_polymorphus	extinct	190.2	190.54
Polymorphites?_bronni	extinct	190.2	190.54
Platypleuroceras_nodosum	extinct	190.54	190.78
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_amplinatrix	extinct	190.54	190.78
Parinodiceras_parinodus	extinct	190.54	191.84
Parinodiceras_parinodus	extinct	191.84	192.9
Parinodiceras_parinodus	extinct	190.54	190.78
Parinodiceras_parinodus	extinct	190.2	190.54
Uptonia_lata	extinct	190.2	190.54
Platypleuroceras_brevispina	extinct	190.54	190.78
Uptonia_lata	extinct	190.2	190.54
Uptonia_confusa	extinct	190.2	190.54
Polymorphites_polymorphus	extinct	190.78	191.84
Polymorphites?_bronni	extinct	190.2	190.54
Platypleuroceras_brevispina	extinct	190.54	190.78
Uptonia_lata	extinct	190.2	190.54
Uptonia_jamesoni	extinct	190.2	190.54
Uptonia_confusa	extinct	190.2	190.54
Polymorphites?_bronni	extinct	190.2	190.54
Platypleuroceras_amplinatrix	extinct	190.54	190.78
Uptonia_lata	extinct	190.2	190.54
Polymorphites?_bronni	extinct	190.2	190.54
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_amplinatrix	extinct	190.54	190.78
Uptonia_lata	extinct	190.2	190.54
Platypleuroceras_brevispina	extinct	190.54	190.78
Uptonia_lata	extinct	190.2	190.54
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_amplinatrix	extinct	190.54	190.78
Polymorphites?_bronni	extinct	190.2	190.54
Uptonia_lata	extinct	190.2	190.54
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_amplinatrix	extinct	190.54	190.78
Uptonia_lata	extinct	190.2	190.54
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_amplinatrix	extinct	190.54	190.78
Uptonia_lata	extinct	190.2	190.54
Platypleuroceras_brevispina	extinct	190.54	190.78
Uptonia_lata	extinct	190.2	190.54
Polymorphites?_bronni	extinct	190.2	190.54
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_amplinatrix	extinct	190.54	190.78
Uptonia_lata	extinct	190.2	190.54
Platypleuroceras_brevispina	extinct	190.54	190.78
Uptonia_lata	extinct	190.2	190.54
Uptonia_jamesoni	extinct	190.2	190.54
Uptonia_confusa	extinct	190.2	190.54
Polymorphites?_bronni	extinct	190.2	190.54
Platypleuroceras_nodosum	extinct	190.54	190.78
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_aureum	extinct	190.54	190.78
Platypleuroceras_amplinatrix	extinct	190.54	190.78
Uptonia_lata	extinct	190.2	190.54
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_aureum	extinct	190.54	190.78
Platypleuroceras_amplinatrix	extinct	190.54	190.78
Uptonia_lata	extinct	190.2	190.54
Uptonia_lata	extinct	190.2	190.54
Polymorphites_polymorphus	extinct	190.78	191.84
Polymorphites_rutilans	extinct	191.84	192.9
Uptonia_lata	extinct	190.2	190.54
Polymorphites_polymorphus	extinct	190.78	191.84
Platypleuroceras_nodosum	extinct	190.54	190.78
Platypleuroceras_brevispina	extinct	190.54	190.78
Uptonia_lata	extinct	190.2	190.54
Uptonia_confusa	extinct	190.2	190.54
Polymorphites?_bronni	extinct	190.2	190.54
Uptonia_lata	extinct	190.2	190.54
Polymorphites?_bronni	extinct	190.2	190.54
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_amplinatrix	extinct	190.54	190.78
Uptonia_lata	extinct	190.2	190.54
Uptonia_confusa	extinct	190.2	190.54
Polymorphites?_bronni	extinct	190.2	190.54
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_amplinatrix	extinct	190.54	190.78
Dayiceras_polymorphoides	extinct	188.8	189.5
Uptonia_lata	extinct	190.2	190.54
Polymorphites?_bronni	extinct	190.2	190.54
Uptonia_lata	extinct	190.2	190.54
Uptonia_confusa	extinct	190.2	190.54
Polymorphites?_bronni	extinct	190.2	190.54
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_amplinatrix	extinct	190.54	190.78
Uptonia_lata	extinct	190.2	190.54
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_amplinatrix	extinct	190.54	190.78
Parinodiceras_parinodus	extinct	190.54	191.84
Uptonia_lata	extinct	190.2	190.54
Platypleuroceras_brevispina	extinct	190.54	190.78
Uptonia_lata	extinct	190.2	190.54
Uptonia_jamesoni	extinct	190.2	190.54
Uptonia_confusa	extinct	190.2	190.54
Platypleuroceras_brevispina	extinct	190.54	190.78
Uptonia_lata	extinct	190.2	190.54
Uptonia_lata	extinct	190.2	190.54
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_amplinatrix	extinct	190.54	190.78
Uptonia_lata	extinct	190.2	190.54
Polymorphites?_bronni	extinct	190.2	190.54
Uptonia_lata	extinct	190.2	190.54
Polymorphites_polymorphus	extinct	190.78	191.84
Polymorphites?_bronni	extinct	190.2	190.54
Platypleuroceras_nodosum	extinct	190.54	190.78
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_aureum	extinct	190.54	190.78
Platypleuroceras_amplinatrix	extinct	190.54	190.78
Parinodiceras_parinodus	extinct	190.54	191.84
Uptonia_lata	extinct	190.2	190.54
Uptonia_confusa	extinct	190.2	190.54
Polymorphites?_bronni	extinct	190.2	190.54
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_aureum	extinct	190.54	190.78
Platypleuroceras_amplinatrix	extinct	190.54	190.78
Uptonia_lata	extinct	190.2	190.54
Polymorphites_polymorphus	extinct	190.54	190.78
Uptonia_lata	extinct	190.2	190.54
Uptonia_lata	extinct	190.2	190.54
Uptonia_jamesoni	extinct	190.2	190.54
Polymorphites?_bronni	extinct	190.2	190.54
Uptonia_lata	extinct	190.2	190.54
Uptonia_jamesoni	extinct	190.2	190.54
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_aureum	extinct	190.54	190.78
Dayiceras_splendens	extinct	188.8	189.5
Dayiceras_renzi	extinct	188.8	189.5
Dayiceras_polymorphoides	extinct	188.8	189.5
Dayiceras_nanum	extinct	188.8	189.5
Dayiceras_dayiceroides	extinct	189.5	190.2
Dayiceras_dayiceroides	extinct	188.8	189.5
Dayiceras_dayiceroides	extinct	188.8	189.5
Dayiceras_dayiceroides	extinct	188.8	189.5
Dayiceras_amaltheiforme	extinct	188.8	189.5
Uptonia_lata	extinct	190.2	190.54
Uptonia_jamesoni	extinct	190.2	190.54
Polymorphites_polymorphus	extinct	190.78	191.84
Polymorphites?_bronni	extinct	190.2	190.54
Platypleuroceras_muellensis	extinct	190.54	190.78
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_aureum	extinct	190.54	190.78
Platypleuroceras_acanthobronni	extinct	190.54	190.78
Uptonia?_sp._nov	extinct	190.2	190.54
Dayiceras_renzi	extinct	188.8	189.5
Dayiceras_polymorphoides	extinct	188.8	189.5
Dayiceras_dayiceroides	extinct	189.5	190.2
Dayiceras_dayiceroides	extinct	188.8	189.5
Dayiceras_dayiceroides	extinct	188.8	189.5
Dayiceras_dayiceroides	extinct	188.8	189.5
Uptonia_jamesoni	extinct	190.2	190.54
Uptonia_lata	extinct	190.2	190.54
Uptonia_lata	extinct	190.2	190.54
Uptonia_lata	extinct	190.2	190.54
Uptonia_lata	extinct	190.2	190.54
Uptonia_jamesoni	extinct	190.2	190.54
Uptonia_lata	extinct	190.2	190.54
Uptonia_lata	extinct	190.2	190.54
Uptonia_confusa	extinct	190.2	190.54
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_aff._oblongum	extinct	190.54	190.78
Uptonia_lata	extinct	190.2	190.54
Platypleuroceras_brevispina	extinct	190.54	190.78
Dayiceras_polymorphoides	extinct	188.8	189.5
Uptonia_lata	extinct	190.2	190.54
Polymorphites_polymorphus	extinct	190.78	191.84
Parinodiceras_parinodus	extinct	191.84	192.9
Polymorphites_polymorphus	extinct	190.78	191.84
Uptonia_jamesoni	extinct	190.2	190.54
Uptonia_lata	extinct	190.2	190.54
Polymorphites_polymorphus	extinct	190.78	191.84
Platypleuroceras_brevispina	extinct	190.54	190.78
Uptonia_lata	extinct	190.2	190.54
Uptonia_jamesoni	extinct	190.2	190.54
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_amplinatrix	extinct	190.54	190.78
Peripleuroceras_rotundicosta	extinct	190.54	190.78
Parinodiceras_parinodus	extinct	190.54	191.84
Parinodiceras_parinodus	extinct	190.54	190.78
Uptonia_lata	extinct	190.2	190.54
Uptonia_jamesoni	extinct	190.2	190.54
Polymorphites_polymorphus	extinct	190.78	191.84
Polymorphites_polymorphus	extinct	190.2	190.54
Polymorphites_rutilans	extinct	191.84	192.9
Polymorphites?_bronni	extinct	190.2	190.54
Platypleuroceras_brevispina	extinct	190.54	190.78
Platypleuroceras_aureum	extinct	190.54	190.78
Parinodiceras_parinodus	extinct	190.54	190.78
Parinodiceras_parinodus	extinct	190.2	190.54
Tropidoceras_sulcatus	extinct	188.4	190.2
Tropidoceras_flandrini	extinct	188.8	190.54
Tropidoceras_demonense	extinct	188.8	190.54
Tropidoceras_mediterraneum	extinct	189.5	190.54
Tropidoceras_flandrini	extinct	189.5	190.54
Tropidoceras_zitteli	extinct	188.8	189.5
Acanthopleuroceras_maugenesti	extinct	188.8	189.5
Acanthopleuroceras_carinatum	extinct	188.8	189.5
Catriceras_galaczi	extinct	191.84	192.9
Tropidoceras_masseanum	extinct	189.5	190.2
Acanthopleuroceras_valdani	extinct	188.8	189.5
Acanthopleuroceras_maugenesti	extinct	188.8	189.5
Acanthopleuroceras_arietiforme	extinct	188.8	189.5
Tropidoceras_obtusum	extinct	190.2	190.54
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_densicosta	extinct	188.8	190.54
Acanthopleuroceras_alisiense	extinct	188.8	189.5
Acanthopleuroceras_arietiforme	extinct	188.8	189.5
Acanthopleuroceras_valdani	extinct	188.8	189.5
Acanthopleuroceras_maugenesti	extinct	188.8	189.5
Acanthopleuroceras_carinatum	extinct	188.8	189.5
Tropidoceras_stahli	extinct	188.8	189.5
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_flandrini	extinct	188.8	190.54
Tropidoceras_densicosta	extinct	189.5	190.2
Acanthopleuroceras_valdani	extinct	188.8	189.5
Acanthopleuroceras_valdani	extinct	188.8	189.5
Acanthopleuroceras_maugenesti	extinct	188.8	189.5
Tropidoceras_masseanum	extinct	189.5	190.2
Acanthopleuroceras_valdani	extinct	188.8	189.5
Tropidoceras_mediterraneum	extinct	189.5	190.54
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_calliplocum	extinct	189.5	190.54
Acanthopleuroceras_maugenesti	extinct	188.8	189.5
Acanthopleuroceras_carinatum	extinct	188.8	189.5
Tropidoceras_flandrini	extinct	190.2	190.54
Tropidoceras_zitteli	extinct	188.8	189.5
Acanthopleuroceras_maugenesti	extinct	188.8	189.5
Tropidoceras_mediterraneum	extinct	189.5	190.54
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_erythraeum	extinct	189.5	190.54
Tropidoceras_zitteli	extinct	188.8	189.5
Acanthopleuroceras_valdani	extinct	188.8	189.5
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_stahli	extinct	188.8	189.5
Tropidoceras_masseanum	extinct	189.5	190.2
Acanthopleuroceras_alisiense	extinct	188.8	189.5
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_mediterraneum	extinct	189.5	190.54
Tropidoceras_flandrini	extinct	188.8	190.54
Tropidoceras_zitteli	extinct	188.8	189.5
Acanthopleuroceras_valdani	extinct	188.8	189.5
Acanthopleuroceras_alisiense	extinct	188.8	189.5
Acanthopleuroceras_valdani	extinct	188.8	189.5
Tropidoceras_mediterraneum	extinct	189.5	190.54
Tropidoceras_flandrini	extinct	190.2	190.54
Tropidoceras_erythraeum	extinct	190.54	190.78
Tropidoceras_demonense	extinct	190.2	190.54
Tropidoceras_calliplocum	extinct	189.5	190.54
Tropidoceras_zitteli	extinct	188.8	189.5
Tropidoceras_mediterraneum	extinct	189.5	190.54
Tropidoceras_calliplocum	extinct	189.5	190.54
Tropidoceras_zitteli	extinct	188.8	189.5
Acanthopleuroceras_arietiforme	extinct	188.8	189.5
Acanthopleuroceras_maugenesti	extinct	188.8	189.5
Acanthopleuroceras_carinatum	extinct	188.8	189.5
Tropidoceras_masseanum	extinct	189.5	190.2
Acanthopleuroceras_alisiense	extinct	188.8	189.5
Acanthopleuroceras_arietiforme	extinct	188.8	189.5
Tropidoceras_stahli	extinct	188.8	189.5
Tropidoceras_masseanum	extinct	189.5	190.2
Acanthopleuroceras_alisiense	extinct	188.8	189.5
Acanthopleuroceras_arietiforme	extinct	188.8	189.5
Acanthopleuroceras_valdani	extinct	188.8	189.5
Tropidoceras_stahli	extinct	189.5	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Acanthopleuroceras_actaeon	extinct	188.8	189.5
Acanthopleuroceras_alisiense	extinct	188.8	189.5
Acanthopleuroceras_valdani	extinct	188.8	189.5
Acanthopleuroceras_maugenesti	extinct	188.8	189.5
Acanthopleuroceras_alisiense	extinct	188.8	189.5
Acanthopleuroceras_maugenesti	extinct	188.8	189.5
Acanthopleuroceras_alisiense	extinct	188.8	189.5
Acanthopleuroceras_valdani	extinct	188.8	189.5
Acanthopleuroceras_alisiense	extinct	188.8	189.5
Acanthopleuroceras_arietiforme	extinct	188.8	189.5
Acanthopleuroceras_valdani	extinct	188.8	189.5
Acanthopleuroceras_maugenesti	extinct	188.8	189.5
Tropidoceras_masseanum	extinct	189.5	190.2
Acanthopleuroceras_maugenesti	extinct	188.8	189.5
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_flandrini	extinct	189.5	190.2
Acanthopleuroceras_actaeon	extinct	188.8	189.5
Acanthopleuroceras_alisiense	extinct	188.8	189.5
Acanthopleuroceras_arietiforme	extinct	188.8	189.5
Acanthopleuroceras_valdani	extinct	188.8	189.5
Acanthopleuroceras_maugenesti	extinct	188.8	189.5
Acanthopleuroceras_carinatum	extinct	188.8	189.5
Tropidoceras_stahli	extinct	189.5	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_flandrini	extinct	188.8	190.54
Tropidoceras_densicosta	extinct	190.2	190.54
Acanthopleuroceras_alisiense	extinct	188.8	189.5
Acanthopleuroceras_actaeon	extinct	188.8	189.5
Acanthopleuroceras_arietiforme	extinct	188.8	189.5
Acanthopleuroceras_valdani	extinct	188.8	189.5
Acanthopleuroceras_maugenesti	extinct	188.8	189.5
Acanthopleuroceras_carinatum	extinct	188.8	189.5
Tropidoceras_masseanum	extinct	189.5	190.2
Acanthopleuroceras_sp.1	extinct	189.5	190.2
Acanthopleuroceras_actaeon	extinct	188.8	189.5
Acanthopleuroceras_alisiense	extinct	188.8	189.5
Acanthopleuroceras_arietiforme	extinct	188.8	189.5
Acanthopleuroceras_valdani	extinct	188.8	189.5
Acanthopleuroceras_maugenesti	extinct	188.8	189.5
Tropidoceras_masseanum	extinct	189.5	190.2
Acanthopleuroceras_alisiense	extinct	188.8	189.5
Acanthopleuroceras_maugenesti	extinct	188.8	189.5
Tropidoceras_obtusum	extinct	189.5	190.54
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_flandrini	extinct	190.2	190.54
Acanthopleuroceras_alisiense	extinct	188.8	189.5
Acanthopleuroceras_valdani	extinct	188.8	189.5
Tropidoceras_obtusum	extinct	190.2	190.54
Tropidoceras_masseanum	extinct	189.5	190.2
Acanthopleuroceras_alisiense	extinct	188.8	189.5
Tropidoceras_masseanum	extinct	189.5	190.2
Acanthopleuroceras_valdani	extinct	188.8	189.5
Acanthopleuroceras_alisiense	extinct	188.8	189.5
Tropidoceras_masseanum	extinct	189.5	190.2
Acanthopleuroceras_alisiense	extinct	188.8	189.5
Acanthopleuroceras_valdani	extinct	188.8	189.5
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_flandrini	extinct	188.8	190.54
Acanthopleuroceras_valdani	extinct	188.8	189.5
Acanthopleuroceras_maugenesti	extinct	188.8	189.5
Acanthopleuroceras_carinatum	extinct	188.8	189.5
Tropidoceras_stahli	extinct	188.8	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Acanthopleuroceras?_sp._nov._2	extinct	188.8	189.5
Acanthopleuroceras_carinatum	extinct	188.8	189.5
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_densicosta	extinct	188.8	189.5
Acanthopleuroceras_alisiense	extinct	188.8	189.5
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_masseanum	extinct	189.5	190.2
Acanthopleuroceras_arietiforme	extinct	188.8	189.5
Catriceras_galaczi	extinct	191.84	192.9
Catriceras_catriense	extinct	191.84	192.9
Paratropidoceras_numidianum	extinct	190.2	191.84
Tropidoceras_masseanum	extinct	189.5	190.2
Tropidoceras_flandrini	extinct	190.2	190.54
Tropidoceras_erythraeum	extinct	189.5	190.54
Tropidoceras_densicosta	extinct	190.2	190.54
Tropidoceras_demonense	extinct	188.8	189.5
Tropidoceras_zitteli	extinct	188.8	189.5
Catriceras_cf._campiliense	extinct	191.84	192.9
Catriceras_catriense	extinct	191.84	192.9
Eremiticeras_evolutus	extinct	188.8	189.5
Tropidoceras_semilaevis	extinct	189.5	190.54
Tropidoceras_mediterraneum	extinct	189.5	190.54
Tropidoceras_flandrini	extinct	190.2	190.54
Tropidoceras_erythraeum	extinct	190.54	190.78
Tropidoceras_demonense	extinct	189.5	190.54
Tropidoceras_calliplocum	extinct	189.5	190.54
